id,name,categories,provinces,primaryType,rating,reviewsCount,address,phone,website,googleMapsUrl,lat,lng,priceHint,hours,plusCode
"da597921e40e6c1e","'L Primero Cafe","food","Sorsogon","","4.8","24","4.8(24)","","","https://www.google.com/maps/place/%27%27L+Primero+Cafe%27/data=!4m7!3m6!1s0x33a0ef4e1047a055:0xda597921e40e6c1e!8m2!3d12.9844476!4d123.9951682!16s%2Fg%2F11qh34p8dn!19sChIJVaBHEE7voDMRHmwO5CF5Wdo?authuser=0&hl=en&rclk=1","12.9844476","123.9951682","₱200–400","Closed · Opens 10:30 AM Sun",""
"6fb1aeead8f699c2","1128 Tea & Cafe","food","Camarines Norte","","3","1","3.0(1)","","","https://www.google.com/maps/place/1128+Tea+%26+Cafe/data=!4m7!3m6!1s0x3398af419fb3641f:0x6fb1aeead8f699c2!8m2!3d14.1114318!4d122.955831!16s%2Fg%2F11t_snm_dz!19sChIJH2Szn0GvmDMRwpn22OqusW8?authuser=0&hl=en&rclk=1","14.1114318","122.955831","","Open · Closes 9 PM",""
"5710c1becea5336c","1128 Tea & Cafe -Old Albay, Legazpi City Branch","food","Albay","Cafe","5","1","5.0(1)","","","https://www.google.com/maps/place/1128+Tea+%26+Cafe+-Old+Albay,+Legazpi+City+Branch/data=!4m7!3m6!1s0x33a103a7d1ddf6b7:0x5710c1becea5336c!8m2!3d13.1369803!4d123.7333338!16s%2Fg%2F11svcqm3zp!19sChIJt_bd0acDoTMRbDOlzr7BEFc?authuser=0&hl=en&rclk=1","13.1369803","123.7333338","","Open · Closes 10:30 PM",""
"c4e3b9b8e1b35c32","1128 Tea & Cafe Centro Masbate","food","Masbate","Cafe","","","9J9F+CFV, Rosero St","","","https://www.google.com/maps/place/1128+Tea+%26+Cafe+Centro+Masbate/data=!4m7!3m6!1s0x33a6db5673d1b25b:0xc4e3b9b8e1b35c32!8m2!3d12.3686084!4d123.6236649!16s%2Fg%2F11y3c9k2ky!19sChIJW7LRc1bbpjMRMlyz4bi548Q?authuser=0&hl=en&rclk=1","12.3686084","123.6236649","","",""
"e729f12a0303cc2c","11th Earth Resort","resorts|staycations|hotels","Albay|Camarines Sur|Camarines Norte","Resort hotel","4.1","207","4.1(207)","","","https://www.google.com/maps/place/11th+Earth+Resort/data=!4m10!3m9!1s0x33a19b0d7df9d9c5:0xe729f12a0303cc2c!5m2!4m1!1i2!8m2!3d13.3992255!4d123.3116821!16s%2Fg%2F11l889b3bc!19sChIJxdn5fQ2boTMRLMwDAyrxKec?authuser=0&hl=en&rclk=1","13.3992255","123.3116821","","",""
"b14dc4ba30d6f6f5","1327 Hub","food","Camarines Norte","","4.3","44","4.3(44)","","","https://www.google.com/maps/place/1327+Hub/data=!4m7!3m6!1s0x3398ae5a2892197d:0xb14dc4ba30d6f6f5!8m2!3d14.1147095!4d122.9571798!16s%2Fg%2F11cmnpr7f_!19sChIJfRmSKFqumDMR9fbWMLrETbE?authuser=0&hl=en&rclk=1","14.1147095","122.9571798","","Open · Closes 9 PM",""
"cf5b0ee85a04838e","151 STREET CAFE","food","Sorsogon","Cafe","4.3","3","4.3(3)","","","https://www.google.com/maps/place/151+STREET+CAFE/data=!4m7!3m6!1s0x33a0ef3d63437729:0xcf5b0ee85a04838e!8m2!3d12.9691299!4d123.9983648!16s%2Fg%2F11y0qjz9l3!19sChIJKXdDYz3voDMRjoMEWugOW88?authuser=0&hl=en&rclk=1","12.9691299","123.9983648","","Open · Closes 8:30 PM",""
"e258c1bcd9fabe52","158 Food Street","food","Camarines Sur","Restaurant","5","10","5.0(10)","","","https://www.google.com/maps/place/158+Food+Street/data=!4m7!3m6!1s0x33a197194ac53ce1:0xe258c1bcd9fabe52!8m2!3d13.4564321!4d123.3663099!16s%2Fg%2F11s7nq1lv7!19sChIJ4TzFShmXoTMRUr762bzBWOI?authuser=0&hl=en&rclk=1","13.4564321","123.3663099","","Closed · Opens 5 PM",""
"21d7e89a51196cb4","161 Coffee","food","Camarines Sur","· GF, Sundaze Hotel, 1","4.8","6","4.8(6)","","","https://www.google.com/maps/place/161+Coffee/data=!4m7!3m6!1s0x33a18d000a8e40b9:0x21d7e89a51196cb4!8m2!3d13.6216152!4d123.2081263!16s%2Fg%2F11vwff545v!19sChIJuUCOCgCNoTMRtGwZUZro1yE?authuser=0&hl=en&rclk=1","13.6216152","123.2081263","","Open · Closes 7 PM",""
"8f3563800956a6fc","1995 Studio Cafe - Sorsogon","food","Sorsogon","","4.7","20","4.7(20)","","","https://www.google.com/maps/place/1995+Studio+Cafe+-+Sorsogon/data=!4m7!3m6!1s0x33a0ef0011b7c25b:0x8f3563800956a6fc!8m2!3d12.9737987!4d124.00813!16s%2Fg%2F11vwn8q5yj!19sChIJW8K3EQDvoDMR_KZWCYBjNY8?authuser=0&hl=en&rclk=1","12.9737987","124.00813","","",""
"1152fd0b554111b","1st Colonial | SM City Legazpi","food","Albay|Camarines Sur","Restaurant","3.9","79","3.9(79)","","","https://www.google.com/maps/place/1st+Colonial+%7C+SM+City+Legazpi/data=!4m7!3m6!1s0x33a1036066e406ed:0x1152fd0b554111b!8m2!3d13.1442696!4d123.7443592!16s%2Fg%2F11jfd5qfk7!19sChIJ7QbkZmADoTMRGxFUtdAvFQE?authuser=0&hl=en&rclk=1","13.1442696","123.7443592","₱1–500","Open · Closes 9 PM",""
"6fd09212fd587ed7","1st Colonial Grill","food","Albay|Sorsogon","restaurant","4.2","434","4.2(434)","","","https://www.google.com/maps/place/1st+Colonial+Grill/data=!4m7!3m6!1s0x33a10181d644dc71:0x6fd09212fd587ed7!8m2!3d13.1455881!4d123.7500619!16s%2Fg%2F12qfm3fwy!19sChIJcdxE1oEBoTMR135Y_RKS0G8?authuser=0&hl=en&rclk=1","13.1455881","123.7500619","₱200–400","Open · Closes 9 PM",""
"8c7fc721ab937756","1st Colonial Grill Express","food","Albay","","4.3","367","4.3(367)","","","https://www.google.com/maps/place/1st+Colonial+Grill+Express/data=!4m7!3m6!1s0x33a103e235b1a0a1:0x8c7fc721ab937756!8m2!3d13.1464987!4d123.7225798!16s%2Fg%2F1ptvtflr9!19sChIJoaCxNeIDoTMRVneTqyHHf4w?authuser=0&hl=en&rclk=1","13.1464987","123.7225798","₱500–1,000","Open · Closes 9 PM",""
"6ec09686179a6dcc","1st Colonial Grill SM City Naga","food","Camarines Sur","Restaurant","4.3","75","4.3(75)","","","https://www.google.com/maps/place/1st+Colonial+Grill+SM+City+Naga/data=!4m7!3m6!1s0x33a18cb7c7c6864d:0x6ec09686179a6dcc!8m2!3d13.6210288!4d123.1900871!16s%2Fg%2F11hc_7ym2p!19sChIJTYbGx7eMoTMRzG2aF4aWwG4?authuser=0&hl=en&rclk=1","13.6210288","123.1900871","₱200–400","Open · Closes 9 PM",""
"9e676afac7d9271a","1st Colonial SM City Sorsogon","food","Sorsogon","","4.4","5","4.4(5)","","","https://www.google.com/maps/place/1st+Colonial+SM+City+Sorsogon/data=!4m7!3m6!1s0x33a0ef005adff259:0x9e676afac7d9271a!8m2!3d12.9757272!4d124.0190125!16s%2Fg%2F11wxrc_1cb!19sChIJWfLfWgDvoDMRGifZx_pqZ54?authuser=0&hl=en&rclk=1","12.9757272","124.0190125","","Open · Closes 8 PM",""
"490629bee2df3bc3","2 bedroom condotel with terrace and free parking in Naga City, Camarines Sur","staycations","Camarines Sur","Lodging","","","Sleeps 4 • 2 bedrooms • 2 beds","","","https://www.google.com/maps/place/2+bedroom+condotel+with+terrace+and+free+parking+in+Naga+City,+Camarines+Sur/data=!4m11!3m10!1s0x33a18cb6007a53db:0x490629bee2df3bc3!5m2!4m1!1i2!8m2!3d13.6240397!4d123.1912307!16s%2Fg%2F11nbmqzls6!17BQ0FF!19sChIJ21N6ALaMoTMRwzvf4r4pBkk?authuser=0&hl=en&rclk=1","13.6240397","123.1912307","","",""
"69d0231067b0c53b","2 Beds Spacious Centrally Located Loft Apartment","staycations","Camarines Sur","","3.7","6","3.7(6)","","","https://www.google.com/maps/place/2+Beds+Spacious+Centrally+Located+Loft+Apartment/data=!4m11!3m10!1s0x33a1f34d2b8d64af:0x69d0231067b0c53b!5m2!4m1!1i2!8m2!3d13.6306229!4d123.1826324!16s%2Fg%2F11z5pn785b!17BQ0FF!19sChIJr2SNK03zoTMRO8WwZxAj0Gk?authuser=0&hl=en&rclk=1","13.6306229","123.1826324","","",""
"230a54f134d59185","205 Food Park","food","Catanduanes","Restaurant","5","2","5.0(2)","","","https://www.google.com/maps/place/205+Food+Park/data=!4m7!3m6!1s0x33a016efe275a2ab:0x230a54f134d59185!8m2!3d13.5834433!4d124.2086635!16s%2Fg%2F11f1hf065m!19sChIJq6J14u8WoDMRhZHVNPFUCiM?authuser=0&hl=en&rclk=1","13.5834433","124.2086635","","Open · Closes 7 PM",""
"afc47961da879dbf","24/7 Balikbayn Fun Resort","resorts","Camarines Sur|Camarines Norte|Masbate","Resort hotel","4.2","219","4.2(219)","","","https://www.google.com/maps/place/24%2F7+Balikbayn+Fun+Resort/data=!4m10!3m9!1s0x33a1b74e8bb4ab3d:0xafc47961da879dbf!5m2!4m1!1i2!8m2!3d13.4871559!4d123.6344724!16s%2Fg%2F11cn9cb9f2!19sChIJPau0i063oTMRv52H2mF5xK8?authuser=0&hl=en&rclk=1","13.4871559","123.6344724","","",""
"95bdc7eea4bb7349","27 Degrees Quench","food","Camarines Norte","","","","Froilan, F. Pimentel Ave","","","https://www.google.com/maps/place/27+Degrees+Quench/data=!4m7!3m6!1s0x3398af83fb732df7:0x95bdc7eea4bb7349!8m2!3d14.1095821!4d122.9558749!16s%2Fg%2F11ykvn7pyc!19sChIJ9y1z-4OvmDMRSXO7pO7HvZU?authuser=0&hl=en&rclk=1","14.1095821","122.9558749","","Open · Closes 11 PM",""
"2e6b5a1a55136690","2838 Tea & Cafe Francia Branch","food","Catanduanes","Cafe","","","Purok 1","","","https://www.google.com/maps/place/2838+Tea+%26+Cafe+Francia+Branch/data=!4m7!3m6!1s0x33a0177d0fab9b91:0x2e6b5a1a55136690!8m2!3d13.5853562!4d124.2380805!16s%2Fg%2F11mkq1cm2t!19sChIJkZurD30XoDMRkGYTVRpaay4?authuser=0&hl=en&rclk=1","13.5853562","124.2380805","","Open · Closes 11 PM",""
"25d05c590bcf716c","2838 Tea and Cafe - VTC metrotent , Virac","food","Catanduanes","","","","H6JH+C5Q VTC Mall Metrotent","","","https://www.google.com/maps/place/2838+Tea+and+Cafe+-+VTC+metrotent+,+Virac/data=!4m7!3m6!1s0x33a017000fda28cf:0x25d05c590bcf716c!8m2!3d13.5810755!4d124.2279911!16s%2Fg%2F11vqx3l1jx!19sChIJzyjaDwAXoDMRbHHPC1lc0CU?authuser=0&hl=en&rclk=1","13.5810755","124.2279911","","",""
"f71a74551fafb2d6","28th Avenue Cafe - Legazpi Albay Branch","food","Albay","","5","1","5.0(1)","","","https://www.google.com/maps/place/28th+Avenue+Cafe+-+Legazpi+Albay+Branch/data=!4m7!3m6!1s0x33a103dd2ff2d293:0xf71a74551fafb2d6!8m2!3d13.1429748!4d123.7540595!16s%2Fg%2F11t7k03zdh!19sChIJk9LyL90DoTMR1rKvH1V0Gvc?authuser=0&hl=en&rclk=1","13.1429748","123.7540595","","Open · Closes 10 PM",""
"dbcbb8066a993d3e","2D Cafe - Naga City","food","Camarines Sur","","4.6","8","4.6(8)","","","https://www.google.com/maps/place/2D+Cafe+-+Naga+City/data=!4m7!3m6!1s0x33a18d31b78f0ac9:0xdbcbb8066a993d3e!8m2!3d13.6273682!4d123.2043529!16s%2Fg%2F11vdgsydml!19sChIJyQqPtzGNoTMRPj2Zaga4y9s?authuser=0&hl=en&rclk=1","13.6273682","123.2043529","₱1–400","Open · Closes 10 PM",""
"5f758117336499d9","2GANG Sports Diner","food","Camarines Norte","","4.2","69","4.2(69)","","","https://www.google.com/maps/place/2GANG+Sports+Diner/data=!4m7!3m6!1s0x3398ae0a28b01fff:0x5f758117336499d9!8m2!3d14.1299336!4d122.9866758!16s%2Fg%2F11gfh35m31!19sChIJ_x-wKAqumDMR2ZlkMxeBdV8?authuser=0&hl=en&rclk=1","14.1299336","122.9866758","₱200–400","Closed · Opens 3 PM",""
"322e3e6fa56f250b","3 Bedroom Fully Furnished Aircon House With Free Car Park","staycations","Albay","","","","Sleeps 2","","","https://www.google.com/maps/place/3+Bedroom+Fully+Furnished+Aircon+House+With+Free+Car+Park/data=!4m11!3m10!1s0x33a10307962896d7:0x322e3e6fa56f250b!5m2!4m1!1i2!8m2!3d13.1046944!4d123.7424774!16s%2Fg%2F11ylq9dzd3!17BQ0FF!19sChIJ15YolgcDoTMRCyVvpW8-LjI?authuser=0&hl=en&rclk=1","13.1046944","123.7424774","","",""
"28ad7243e4f137ff","3 bedrooms with Amazing views of Mayon Volcano. 3rd floor w / access to rooftop","staycations","Albay","","","","Sleeps 6 • 3 bedrooms • 3 beds","","","https://www.google.com/maps/place/3+bedrooms+with+Amazing+views+of+Mayon+Volcano.+3rd+floor+w+%2F+access+to+rooftop/data=!4m11!3m10!1s0x33a1030bfe7405b7:0x28ad7243e4f137ff!5m2!4m1!1i2!8m2!3d13.1023503!4d123.7349014!16s%2Fg%2F11yn2965c0!17BQ0FF!19sChIJtwV0_gsDoTMR_zfx5ENyrSg?authuser=0&hl=en&rclk=1","13.1023503","123.7349014","","",""
"5881e151ea203429","3 L's Eatery And Kinalas","food","Camarines Sur","Restaurant","4.7","19","4.7(19)","","","https://www.google.com/maps/place/3+L%27s+Eatery+And+Kinalas/data=!4m7!3m6!1s0x33a1927af5aacef9:0x5881e151ea203429!8m2!3d13.5686589!4d123.2669552!16s%2Fg%2F11hbh85y6c!19sChIJ-c6q9XqSoTMRKTQg6lHhgVg?authuser=0&hl=en&rclk=1","13.5686589","123.2669552","₱1–200","Open · Closes 8:55 PM",""
"a634b55c0dab9a84","3-bedroom house in lovely Legazpi City with WiFi, AC. Enjoy your stay","staycations","Albay","","","","Sleeps 2","","","https://www.google.com/maps/place/3-bedroom+house+in+lovely+Legazpi+City+with+WiFi,+AC.+Enjoy+your+stay/data=!4m11!3m10!1s0x33a103de7dd5b591:0xa634b55c0dab9a84!5m2!4m1!1i2!8m2!3d13.1427183!4d123.7320556!16s%2Fg%2F11yxl0m852!17BQ0FF!19sChIJkbXVfd4DoTMRhJqrDVy1NKY?authuser=0&hl=en&rclk=1","13.1427183","123.7320556","","",""
"34bbcdaa84ff58ef","38 Coffee - Masbate City","food","Masbate","","5","2","5.0(2)","","","https://www.google.com/maps/place/38+Coffee+-+Masbate+City/data=!4m7!3m6!1s0x33a6ddf6f3a5d9c9:0x34bbcdaa84ff58ef!8m2!3d12.3671609!4d123.623144!16s%2Fg%2F11stvgp3kz!19sChIJydml8_bdpjMR71j_hKrNuzQ?authuser=0&hl=en&rclk=1","12.3671609","123.623144","","Open · Closes 7 PM",""
"21c765d9bf523f61","39ers Masbate City","food","Masbate","","5","1","5.0(1)","","","https://www.google.com/maps/place/39ers+Masbate+City/data=!4m7!3m6!1s0x33a6db00562d5361:0x21c765d9bf523f61!8m2!3d12.373133!4d123.6233572!16s%2Fg%2F11x0_myq6_!19sChIJYVMtVgDbpjMRYT9Sv9llxyE?authuser=0&hl=en&rclk=1","12.373133","123.6233572","","Open · Closes 9 PM",""
"c4f63bd77309e897","3BR/3Bath Fully Furnished Town House - BICOL","staycations","Camarines Sur","","4.4","6","4.4(6)","","","https://www.google.com/maps/place/3BR%2F3Bath+Fully+Furnished+Town+House+-+BICOL/data=!4m11!3m10!1s0x33a1f2d1d31ea3ab:0xc4f63bd77309e897!5m2!4m1!1i2!8m2!3d13.631567!4d123.2245789!16s%2Fg%2F11lm_qdthw!17BQ0FF!19sChIJq6Me09HyoTMRl-gJc9c79sQ?authuser=0&hl=en&rclk=1","13.631567","123.2245789","","",""
"fc3641a56bc2391a","3BR/3Bath Fully Furnished Town House - BICOL - Three-Bedroom Apartment","staycations","Camarines Sur","","4.3","8","4.3(8)","","","https://www.google.com/maps/place/3BR%2F3Bath+Fully+Furnished+Town+House+-+BICOL+-+Three-Bedroom+Apartment/data=!4m11!3m10!1s0x33a1f2d1d31db6af:0xfc3641a56bc2391a!5m2!4m1!1i2!8m2!3d13.6315603!4d123.2245712!16s%2Fg%2F11z39t27lx!17BQ0FF!19sChIJr7Yd09HyoTMRGjnCa6VBNvw?authuser=0&hl=en&rclk=1","13.6315603","123.2245712","","",""
"d7cdf71ac0dc5fa6","404 Cafe","food","Albay","","4.4","7","4.4(7)","","","https://www.google.com/maps/place/404+Cafe/data=!4m7!3m6!1s0x33a103000e03a623:0xd7cdf71ac0dc5fa6!8m2!3d13.113636!4d123.7451498!16s%2Fg%2F11m6yv_xv6!19sChIJI6YDDgADoTMRpl_cwBr3zdc?authuser=0&hl=en&rclk=1","13.113636","123.7451498","","Open · Closes 10 PM",""
"374d17243c93f064","4511 Café","food","Camarines Sur","","4.8","11","4.8(11)","","","https://www.google.com/maps/place/4511+Caf%C3%A9/data=!4m7!3m6!1s0x33a1adc8f5f18a85:0x374d17243c93f064!8m2!3d13.3577929!4d123.7320588!16s%2Fg%2F11hbt4mgf5!19sChIJhYrx9citoTMRZPCTPCQXTTc?authuser=0&hl=en&rclk=1","13.3577929","123.7320588","₱1–200","Open · Closes 9 PM",""
"a5fadd0001578061","4D' Road Resto Bar & Cafe","food","Albay","Cafe","4","10","4.0(10)","","","https://www.google.com/maps/place/4D%27+Road+Resto+Bar+%26+Cafe/data=!4m7!3m6!1s0x33a102257a340ab1:0xa5fadd0001578061!8m2!3d13.1348146!4d123.7635329!16s%2Fg%2F11g6njlb21!19sChIJsQo0eiUCoTMRYYBXAQDd-qU?authuser=0&hl=en&rclk=1","13.1348146","123.7635329","","Closed · Opens 4 PM",""
"89ba947d8ca78a48","5 NM's International","food","Sorsogon","Cafe","5","6","5.0(6)","","","https://www.google.com/maps/place/5+NM%27s+International/data=!4m7!3m6!1s0x33a0eefb49ec7cb7:0x89ba947d8ca78a48!8m2!3d12.9736363!4d124.0264714!16s%2Fg%2F1vbl52yk!19sChIJt3zsSfvuoDMRSIqnjH2Uuok?authuser=0&hl=en&rclk=1","12.9736363","124.0264714","","Open · Closes 8 PM",""
"6076cfadf510bd41","528 Ilawod Cafe","food","Albay","Cafe","4.6","237","4.6(237)","","","https://www.google.com/maps/place/528+Ilawod+Cafe/data=!4m7!3m6!1s0x33a103fc6c75227d:0x6076cfadf510bd41!8m2!3d13.145949!4d123.714306!16s%2Fg%2F11cl_2_htm!19sChIJfSJ1bPwDoTMRQb0Q9a3PdmA?authuser=0&hl=en&rclk=1","13.145949","123.714306","₱500–1,000","Open · Closes 9 PM",""
"a8693adb67bff698","528 Ilawod Cafe | SM City Legazpi","food","Albay","","4.1","28","4.1(28)","","","https://www.google.com/maps/place/528+Ilawod+Cafe+%7C+SM+City+Legazpi/data=!4m7!3m6!1s0x33a10322dfe01287:0xa8693adb67bff698!8m2!3d13.1442162!4d123.7447704!16s%2Fg%2F11tg2f2f3l!19sChIJhxLg3yIDoTMRmPa_Z9s6aag?authuser=0&hl=en&rclk=1","13.1442162","123.7447704","₱200–400","Open now",""
"8857780020ef981e","528 Ilawod Cafe | SM City Sorsogon","food","Sorsogon","Cafe","4.3","20","4.3(20)","","","https://www.google.com/maps/place/528+Ilawod+Cafe+%7C+SM+City+Sorsogon/data=!4m7!3m6!1s0x33a0ef54e23b911d:0x8857780020ef981e!8m2!3d12.9755706!4d124.0198457!16s%2Fg%2F11vl92bc2m!19sChIJHZE74lTvoDMRHpjvIAB4V4g?authuser=0&hl=en&rclk=1","12.9755706","124.0198457","₱1–500","Open · Closes 9 PM",""
"768e2d5dca345ffb","5C Transient House - Masbate City","staycations","Masbate","Cabin rental agency","","","Rodeo Road","","","https://www.google.com/maps/place/5C+Transient+House+-+Masbate+City/data=!4m7!3m6!1s0x33a6dbe06ba54d35:0x768e2d5dca345ffb!8m2!3d12.3687295!4d123.6284301!16s%2Fg%2F11z3qgdvb7!19sChIJNU2la-DbpjMR-180yl0tjnY?authuser=0&hl=en&rclk=1","12.3687295","123.6284301","","Open 24 hours",""
"ca9e674b02494a27","5J’s Space Rental - Small Twin Room","staycations","Albay","","3","3","3.0(3)","","","https://www.google.com/maps/place/5J%E2%80%99s+Space+Rental+-+Small+Twin+Room/data=!4m11!3m10!1s0x33a101821dd43607:0xca9e674b02494a27!5m2!4m1!1i2!8m2!3d13.1494503!4d123.7528076!16s%2Fg%2F11n9c95v6c!17BQ0FF!19sChIJBzbUHYIBoTMRJ0pJAktnnso?authuser=0&hl=en&rclk=1","13.1494503","123.7528076","","",""
"efaea5e463a46847","727 Loglog Kinalas","food","Camarines Sur","","4.3","198","4.3(198)","","","https://www.google.com/maps/place/727+Loglog+Kinalas/data=!4m7!3m6!1s0x33a18d513451a1e5:0xefaea5e463a46847!8m2!3d13.6158665!4d123.2425123!16s%2Fg%2F11f61d1pnw!19sChIJ5aFRNFGNoTMRR2ikY-Slru8?authuser=0&hl=en&rclk=1","13.6158665","123.2425123","₱1–200","Open · Closes 7 PM",""
"6e139c15bfa88480","7AR Golden Beach Resort","resorts|beaches|staycations|hotels|food","Masbate","Hotel","4","50","4.0(50)","","","https://www.google.com/maps/place/7AR+Golden+Beach+Resort/data=!4m10!3m9!1s0x33a6db5c51b0c20f:0x6e139c15bfa88480!5m2!4m1!1i2!8m2!3d12.372217!4d123.6371071!16s%2Fg%2F11bzvwvt4f!19sChIJD8KwUVzbpjMRgISovxWcE24?authuser=0&hl=en&rclk=1","12.372217","123.6371071","","",""
"de0b2b48b9aeb7a7","7AR Golden Beach Resort and Restaurant","beaches|staycations|food","Masbate","Restaurant","4.2","58","4.2(58)","","","https://www.google.com/maps/place/7AR+Golden+Beach+Resort+and+Restaurant/data=!4m7!3m6!1s0x33a6db5dadb477b9:0xde0b2b48b9aeb7a7!8m2!3d12.3721767!4d123.6374167!16s%2Fg%2F11c5bnpqvh!19sChIJuXe0rV3bpjMRp7euuUgrC94?authuser=0&hl=en&rclk=1","12.3721767","123.6374167","₱400–600","Open 24 hours",""
"37203877162a4271","7Stones Boracay","resorts","Masbate","3-star hotel","4.5","504","4.5(504)","","","https://www.google.com/maps/place/7Stones+Boracay/data=!4m10!3m9!1s0x33a53c3cb67ef5eb:0x37203877162a4271!5m2!4m1!1i2!8m2!3d11.964452!4d121.928989!16s%2Fg%2F1tdbz56y!19sChIJ6_V-tjw8pTMRcUIqFnc4IDc?authuser=0&hl=en&rclk=1","11.964452","121.928989","","",""
"6014cb4713fc09e","805 Casa Suites - 2Bedroom & 1Bath Home in Legazpi","staycations","Albay","Lodging","4.8","2","4.8(2)","","","https://www.google.com/maps/place/805+Casa+Suites+-+2Bedroom+%26+1Bath+Home+in+Legazpi/data=!4m11!3m10!1s0x33a1022cc2782d15:0x6014cb4713fc09e!5m2!4m1!1i2!8m2!3d13.1375981!4d123.7531586!16s%2Fg%2F11nhl9htb3!17BQ0FF!19sChIJFS14wiwCoTMRnsA_cbRMAQY?authuser=0&hl=en&rclk=1","13.1375981","123.7531586","","",""
"63ea05a606892e36","985 Home","staycations","Sorsogon","","","","Sleeps 15 • 10 bedrooms • 10 beds","","","https://www.google.com/maps/place/985+Home/data=!4m11!3m10!1s0x33a0efadb2696057:0x63ea05a606892e36!5m2!4m1!1i2!8m2!3d12.9935303!4d124.0160293!16s%2Fg%2F11xft6d_l1!17BQ0FF!19sChIJV2Bpsq3voDMRNi6JBqYF6mM?authuser=0&hl=en&rclk=1","12.9935303","124.0160293","","",""
"5cc4d79ff6146f72","985 Home","hotels","Sorsogon","","4","1","4.0(1)","","","https://www.google.com/maps/place/985+Home/data=!4m10!3m9!1s0x33a0efb42a281539:0x5cc4d79ff6146f72!5m2!4m1!1i2!8m2!3d12.9936524!4d124.0156385!16s%2Fg%2F11lmdx_xv1!19sChIJORUoKrTvoDMRcm8U9p_XxFw?authuser=0&hl=en&rclk=1","12.9936524","124.0156385","","",""
"820d77e29d67e947","99 Silog Meals","food","Camarines Sur","","5","1","5.0(1)","","","https://www.google.com/maps/place/99+Silog+Meals/data=!4m7!3m6!1s0x33a10112f0c870a9:0x820d77e29d67e947!8m2!3d13.1473975!4d123.7536056!16s%2Fg%2F11mzzs0yh9!19sChIJqXDI8BIBoTMRR-lnneJ3DYI?authuser=0&hl=en&rclk=1","13.1473975","123.7536056","","Open · Closes 6:30 PM",""
"cc68882cd21404ab","A AND A BED AND BREAKFAST INN","resorts|staycations|hotels","Albay|Sorsogon","Inn","3.8","162","3.8(162)","","","https://www.google.com/maps/place/A+AND+A+BED+AND+BREAKFAST+INN/data=!4m10!3m9!1s0x33a1022b2c29513d:0xcc68882cd21404ab!5m2!4m1!1i2!8m2!3d13.1414161!4d123.7523117!16s%2Fg%2F11byxfqb96!19sChIJPVEpLCsCoTMRqwQU0iyIaMw?authuser=0&hl=en&rclk=1","13.1414161","123.7523117","","",""
"adbf760db8143294","A Caramoan Beachfront Accommodation","staycations","Catanduanes","","3.8","38","3.8(38)","","","https://www.google.com/maps/place/A+Caramoan+Beachfront+Accommodation/data=!4m11!3m10!1s0x33a02a2b63b0640f:0xadbf760db8143294!5m2!4m1!1i2!8m2!3d13.8070812!4d123.8804092!16s%2Fg%2F11x6lywgv5!17BQ0FF!19sChIJD2SwYysqoDMRlDIUuA12v60?authuser=0&hl=en&rclk=1","13.8070812","123.8804092","","",""
"fdd3e8d704af8785","A Cozy Modern 2-BR Unit Aesthetic Relaxing Vibe","staycations","Camarines Sur","","","","Sleeps 5 • 2 bedrooms • 2 beds","","","https://www.google.com/maps/place/A+Cozy+Modern+2-BR+Unit+Aesthetic+Relaxing+Vibe/data=!4m11!3m10!1s0x33a1f32df4c6be73:0xfdd3e8d704af8785!5m2!4m1!1i2!8m2!3d13.631197!4d123.2028579!16s%2Fg%2F11z6bchf1p!17BQ0FF!19sChIJc77G9C3zoTMRhYevBNfo0_0?authuser=0&hl=en&rclk=1","13.631197","123.2028579","","",""
"b5cc81cebb72822d","A private and quiet place.","staycations","Sorsogon","","","","Sleeps 15 • 10 bedrooms • 10 beds","","","https://www.google.com/maps/place/A+private+and+quiet+place./data=!4m11!3m10!1s0x33a0ef0f5a08cb31:0xb5cc81cebb72822d!5m2!4m1!1i2!8m2!3d12.98143!4d124.0080414!16s%2Fg%2F11ycl8kr2x!17BQ0FF!19sChIJMcsIWg_voDMRLYJyu86BzLU?authuser=0&hl=en&rclk=1","12.98143","124.0080414","","",""
"660fb32475013b16","A-frame Cottage 1","staycations","Catanduanes","","","","Sleeps 15 • 10 bedrooms • 10 beds","","","https://www.google.com/maps/place/A-frame+Cottage+1/data=!4m11!3m10!1s0x33a0038b8f78df3d:0x660fb32475013b16!5m2!4m1!1i2!8m2!3d13.6895304!4d124.3941421!16s%2Fg%2F11nbzy2gyn!17BQ0FF!19sChIJPd94j4sDoDMRFjsBdSSzD2Y?authuser=0&hl=en&rclk=1","13.6895304","124.3941421","","",""
"7ffdb0b8e3fd2ea2","A-Frame Cottage 2, Puraran Surf Resort","staycations","Catanduanes","","4","2","4.0(2)","","","https://www.google.com/maps/place/A-Frame+Cottage+2,+Puraran+Surf+Resort/data=!4m11!3m10!1s0x33a0038b862badff:0x7ffdb0b8e3fd2ea2!5m2!4m1!1i2!8m2!3d13.6898146!4d124.3941803!16s%2Fg%2F11zkvdn8jg!17BQ0FF!19sChIJ_60rhosDoDMRoi7947iw_X8?authuser=0&hl=en&rclk=1","13.6898146","124.3941803","","",""
